#;MsgType;Timestamp;Lat;Lon;SpeedKnots;SpeedKmph;TrueHeading;MagnHeading
32378;GSA;;;;;;;
32379;GSV;;;;;;;
32380;GSV;;;;;;;
32381;;;;;;;;NMEA message parser not found for GRM.
32382;RMC;12/26/2016 10:58:09 PM;49.20901895;16.6007106333333;;;;
32383;;;;;;;;NMEA message parser not found for RMB.
32384;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32385;GSA;;;;;;;
32386;GSV;;;;;;;
32387;GSV;;;;;;;
32388;;;;;;;;NMEA message parser not found for GRM.
32389;RMC;12/26/2016 10:58:10 PM;49.20902715;16.6007048833333;;;;
32390;;;;;;;;NMEA message parser not found for RMB.
32391;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32392;GSA;;;;;;;
32393;GSV;;;;;;;
32394;GSV;;;;;;;
32395;;;;;;;;NMEA message parser not found for GRM.
32396;RMC;12/26/2016 10:58:11 PM;49.20903535;16.60069915;;;;
32397;;;;;;;;NMEA message parser not found for RMB.
32398;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32399;GSA;;;;;;;
32400;GSV;;;;;;;
32401;GSV;;;;;;;
32402;;;;;;;;NMEA message parser not found for GRM.
32403;RMC;12/26/2016 10:58:12 PM;49.20904355;16.6006934166667;;;;
32404;;;;;;;;NMEA message parser not found for RMB.
32405;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32406;GSA;;;;;;;
32407;GSV;;;;;;;
32408;GSV;;;;;;;
32409;;;;;;;;NMEA message parser not found for GRM.
32410;RMC;12/26/2016 10:58:13 PM;49.20905175;16.6006876666667;;;;
32411;;;;;;;;NMEA message parser not found for RMB.
32412;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32413;GSA;;;;;;;
32414;GSV;;;;;;;
32415;GSV;;;;;;;
32416;;;;;;;;NMEA message parser not found for GRM.
32417;RMC;12/26/2016 10:58:14 PM;49.2090599666667;16.6006819333333;;;;
32418;;;;;;;;NMEA message parser not found for RMB.
32419;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32420;GSA;;;;;;;
32421;GSV;;;;;;;
32422;GSV;;;;;;;
32423;;;;;;;;NMEA message parser not found for GRM.
32424;RMC;12/26/2016 10:58:15 PM;49.2090681666667;16.6006761833333;;;;
32425;;;;;;;;NMEA message parser not found for RMB.
32426;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32427;GSA;;;;;;;
32428;GSV;;;;;;;
32429;GSV;;;;;;;
32430;;;;;;;;NMEA message parser not found for GRM.
32431;RMC;12/26/2016 10:58:16 PM;49.2090763666667;16.60067045;;;;
32432;;;;;;;;NMEA message parser not found for RMB.
32433;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32434;GSA;;;;;;;
32435;GSV;;;;;;;
32436;GSV;;;;;;;
32437;;;;;;;;NMEA message parser not found for GRM.
32438;RMC;12/26/2016 10:58:17 PM;49.2090845666667;16.6006647;;;;
32439;;;;;;;;NMEA message parser not found for RMB.
32440;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32441;GSA;;;;;;;
32442;GSV;;;;;;;
32443;GSV;;;;;;;
32444;;;;;;;;NMEA message parser not found for GRM.
32445;RMC;12/26/2016 10:58:18 PM;49.2090930833333;16.6006594833333;;;;
32446;;;;;;;;NMEA message parser not found for RMB.
32447;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32448;GSA;;;;;;;
32449;GSV;;;;;;;
32450;GSV;;;;;;;
32451;;;;;;;;NMEA message parser not found for GRM.
32452;RMC;12/26/2016 10:58:19 PM;49.20910175;16.6006544666667;;;;
32453;;;;;;;;NMEA message parser not found for RMB.
32454;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32455;GSA;;;;;;;
32456;GSV;;;;;;;
32457;GSV;;;;;;;
32458;;;;;;;;NMEA message parser not found for GRM.
32459;RMC;12/26/2016 10:58:20 PM;49.2091104166667;16.60064945;;;;
32460;;;;;;;;NMEA message parser not found for RMB.
32461;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32462;GSA;;;;;;;
32463;GSV;;;;;;;
32464;GSV;;;;;;;
32465;;;;;;;;NMEA message parser not found for GRM.
32466;RMC;12/26/2016 10:58:21 PM;49.2091190833333;16.60064445;;;;
32467;;;;;;;;NMEA message parser not found for RMB.
32468;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32469;GSA;;;;;;;
32470;GSV;;;;;;;
32471;GSV;;;;;;;
32472;;;;;;;;NMEA message parser not found for GRM.
32473;RMC;12/26/2016 10:58:22 PM;49.20912775;16.6006394333333;;;;
32474;;;;;;;;NMEA message parser not found for RMB.
32475;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32476;GSA;;;;;;;
32477;GSV;;;;;;;
32478;GSV;;;;;;;
32479;;;;;;;;NMEA message parser not found for GRM.
32480;RMC;12/26/2016 10:58:23 PM;49.2091364166667;16.6006344166667;;;;
32481;;;;;;;;NMEA message parser not found for RMB.
32482;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32483;GSA;;;;;;;
32484;GSV;;;;;;;
32485;GSV;;;;;;;
32486;;;;;;;;NMEA message parser not found for GRM.
32487;RMC;12/26/2016 10:58:24 PM;49.2091450833333;16.6006294166667;;;;
32488;;;;;;;;NMEA message parser not found for RMB.
32489;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32490;GSA;;;;;;;
32491;GSV;;;;;;;
32492;GSV;;;;;;;
32493;;;;;;;;NMEA message parser not found for GRM.
32494;RMC;12/26/2016 10:58:25 PM;49.20915375;16.6006244;;;;
32495;;;;;;;;NMEA message parser not found for RMB.
32496;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32497;GSA;;;;;;;
32498;GSV;;;;;;;
32499;GSV;;;;;;;
32500;;;;;;;;NMEA message parser not found for GRM.
32501;RMC;12/26/2016 10:58:26 PM;49.2091624;16.6006193833333;;;;
32502;;;;;;;;NMEA message parser not found for RMB.
32503;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32504;GSA;;;;;;;
32505;GSV;;;;;;;
32506;GSV;;;;;;;
32507;;;;;;;;NMEA message parser not found for GRM.
32508;RMC;12/26/2016 10:58:27 PM;49.2091710666667;16.6006143666667;;;;
32509;;;;;;;;NMEA message parser not found for RMB.
32510;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32511;GSA;;;;;;;
32512;GSV;;;;;;;
32513;GSV;;;;;;;
32514;;;;;;;;NMEA message parser not found for GRM.
32515;RMC;12/26/2016 10:58:28 PM;49.2091797333333;16.6006093666667;;;;
32516;;;;;;;;NMEA message parser not found for RMB.
32517;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32518;GSA;;;;;;;
32519;GSV;;;;;;;
32520;GSV;;;;;;;
32521;;;;;;;;NMEA message parser not found for GRM.
32522;RMC;12/26/2016 10:58:29 PM;49.2091884;16.60060435;;;;
32523;;;;;;;;NMEA message parser not found for RMB.
32524;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32525;GSA;;;;;;;
32526;GSV;;;;;;;
32527;GSV;;;;;;;
32528;;;;;;;;NMEA message parser not found for GRM.
32529;RMC;12/26/2016 10:58:30 PM;49.2091970666667;16.6005993333333;;;;
32530;;;;;;;;NMEA message parser not found for RMB.
32531;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32532;GSA;;;;;;;
32533;GSV;;;;;;;
32534;GSV;;;;;;;
32535;;;;;;;;NMEA message parser not found for GRM.
32536;RMC;12/26/2016 10:58:31 PM;49.2092057333333;16.6005943333333;;;;
32537;;;;;;;;NMEA message parser not found for RMB.
32538;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32539;GSA;;;;;;;
32540;GSV;;;;;;;
32541;GSV;;;;;;;
32542;;;;;;;;NMEA message parser not found for GRM.
32543;RMC;12/26/2016 10:58:32 PM;49.2092144;16.6005893166667;;;;
32544;;;;;;;;NMEA message parser not found for RMB.
32545;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32546;GSA;;;;;;;
32547;GSV;;;;;;;
32548;GSV;;;;;;;
32549;;;;;;;;NMEA message parser not found for GRM.
32550;RMC;12/26/2016 10:58:33 PM;49.2092230666667;16.6005843;;;;
32551;;;;;;;;NMEA message parser not found for RMB.
32552;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32553;GSA;;;;;;;
32554;GSV;;;;;;;
32555;GSV;;;;;;;
32556;;;;;;;;NMEA message parser not found for GRM.
32557;RMC;12/26/2016 10:58:34 PM;49.2092317333333;16.6005792833333;;;;
32558;;;;;;;;NMEA message parser not found for RMB.
32559;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32560;GSA;;;;;;;
32561;GSV;;;;;;;
32562;GSV;;;;;;;
32563;;;;;;;;NMEA message parser not found for GRM.
32564;RMC;12/26/2016 10:58:35 PM;49.2092404;16.6005742833333;;;;
32565;;;;;;;;NMEA message parser not found for RMB.
32566;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32567;GSA;;;;;;;
32568;GSV;;;;;;;
32569;GSV;;;;;;;
32570;;;;;;;;NMEA message parser not found for GRM.
32571;RMC;12/26/2016 10:58:36 PM;49.20924905;16.6005692666667;;;;
32572;;;;;;;;NMEA message parser not found for RMB.
32573;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32574;GSA;;;;;;;
32575;GSV;;;;;;;
32576;GSV;;;;;;;
32577;;;;;;;;NMEA message parser not found for GRM.
32578;RMC;12/26/2016 10:58:37 PM;49.2092577166667;16.60056425;;;;
32579;;;;;;;;NMEA message parser not found for RMB.
32580;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32581;GSA;;;;;;;
32582;GSV;;;;;;;
32583;GSV;;;;;;;
32584;;;;;;;;NMEA message parser not found for GRM.
32585;RMC;12/26/2016 10:58:38 PM;49.2092663833333;16.60055925;;;;
32586;;;;;;;;NMEA message parser not found for RMB.
32587;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32588;GSA;;;;;;;
32589;GSV;;;;;;;
32590;GSV;;;;;;;
32591;;;;;;;;NMEA message parser not found for GRM.
32592;RMC;12/26/2016 10:58:39 PM;49.20927505;16.6005542333333;;;;
32593;;;;;;;;NMEA message parser not found for RMB.
32594;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32595;GSA;;;;;;;
32596;GSV;;;;;;;
32597;GSV;;;;;;;
32598;;;;;;;;NMEA message parser not found for GRM.
32599;RMC;12/26/2016 10:58:40 PM;49.2092837166667;16.6005492166667;;;;
32600;;;;;;;;NMEA message parser not found for RMB.
32601;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32602;GSA;;;;;;;
32603;GSV;;;;;;;
32604;GSV;;;;;;;
32605;;;;;;;;NMEA message parser not found for GRM.
32606;RMC;12/26/2016 10:58:41 PM;49.2092923833333;16.6005442;;;;
32607;;;;;;;;NMEA message parser not found for RMB.
32608;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32609;GSA;;;;;;;
32610;GSV;;;;;;;
32611;GSV;;;;;;;
32612;;;;;;;;NMEA message parser not found for GRM.
32613;RMC;12/26/2016 10:58:42 PM;49.20930105;16.6005392;;;;
32614;;;;;;;;NMEA message parser not found for RMB.
32615;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32616;GSA;;;;;;;
32617;GSV;;;;;;;
32618;GSV;;;;;;;
32619;;;;;;;;NMEA message parser not found for GRM.
32620;RMC;12/26/2016 10:58:43 PM;49.2093097166667;16.6005341833333;;;;
32621;;;;;;;;NMEA message parser not found for RMB.
32622;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32623;GSA;;;;;;;
32624;GSV;;;;;;;
32625;GSV;;;;;;;
32626;;;;;;;;NMEA message parser not found for GRM.
32627;RMC;12/26/2016 10:58:44 PM;49.2093183833333;16.6005291666667;;;;
32628;;;;;;;;NMEA message parser not found for RMB.
32629;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32630;GSA;;;;;;;
32631;GSV;;;;;;;
32632;GSV;;;;;;;
32633;;;;;;;;NMEA message parser not found for GRM.
32634;RMC;12/26/2016 10:58:45 PM;49.20932705;16.6005241666667;;;;
32635;;;;;;;;NMEA message parser not found for RMB.
32636;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32637;GSA;;;;;;;
32638;GSV;;;;;;;
32639;GSV;;;;;;;
32640;;;;;;;;NMEA message parser not found for GRM.
32641;RMC;12/26/2016 10:58:46 PM;49.2093357;16.60051915;;;;
32642;;;;;;;;NMEA message parser not found for RMB.
32643;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32644;GSA;;;;;;;
32645;GSV;;;;;;;
32646;GSV;;;;;;;
32647;;;;;;;;NMEA message parser not found for GRM.
32648;RMC;12/26/2016 10:58:47 PM;49.2093443666667;16.6005141333333;;;;
32649;;;;;;;;NMEA message parser not found for RMB.
32650;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32651;GSA;;;;;;;
32652;GSV;;;;;;;
32653;GSV;;;;;;;
32654;;;;;;;;NMEA message parser not found for GRM.
32655;RMC;12/26/2016 10:58:48 PM;49.2093530333333;16.6005091333333;;;;
32656;;;;;;;;NMEA message parser not found for RMB.
32657;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32658;GSA;;;;;;;
32659;GSV;;;;;;;
32660;GSV;;;;;;;
32661;;;;;;;;NMEA message parser not found for GRM.
32662;RMC;12/26/2016 10:58:49 PM;49.2093617;16.6005041166667;;;;
32663;;;;;;;;NMEA message parser not found for RMB.
32664;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32665;GSA;;;;;;;
32666;GSV;;;;;;;
32667;GSV;;;;;;;
32668;;;;;;;;NMEA message parser not found for GRM.
32669;RMC;12/26/2016 10:58:50 PM;49.2093703666667;16.6004991;;;;
32670;;;;;;;;NMEA message parser not found for RMB.
32671;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32672;GSA;;;;;;;
32673;GSV;;;;;;;
32674;GSV;;;;;;;
32675;;;;;;;;NMEA message parser not found for GRM.
32676;RMC;12/26/2016 10:58:51 PM;49.2093790333333;16.6004941;;;;
32677;;;;;;;;NMEA message parser not found for RMB.
32678;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32679;GSA;;;;;;;
32680;GSV;;;;;;;
32681;GSV;;;;;;;
32682;;;;;;;;NMEA message parser not found for GRM.
32683;RMC;12/26/2016 10:58:52 PM;49.2093877;16.6004891;;;;
32684;;;;;;;;NMEA message parser not found for RMB.
32685;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32686;GSA;;;;;;;
32687;GSV;;;;;;;
32688;GSV;;;;;;;
32689;;;;;;;;NMEA message parser not found for GRM.
32690;RMC;12/26/2016 10:58:53 PM;49.2093963833333;16.6004841;;;;
32691;;;;;;;;NMEA message parser not found for RMB.
32692;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32693;GSA;;;;;;;
32694;GSV;;;;;;;
32695;GSV;;;;;;;
32696;;;;;;;;NMEA message parser not found for GRM.
32697;RMC;12/26/2016 10:58:54 PM;49.20940505;16.6004791;;;;
32698;;;;;;;;NMEA message parser not found for RMB.
32699;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32700;GSA;;;;;;;
32701;GSV;;;;;;;
32702;GSV;;;;;;;
32703;;;;;;;;NMEA message parser not found for GRM.
32704;RMC;12/26/2016 10:58:55 PM;49.2094137166667;16.6004741;;;;
32705;;;;;;;;NMEA message parser not found for RMB.
32706;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32707;GSA;;;;;;;
32708;GSV;;;;;;;
32709;GSV;;;;;;;
32710;;;;;;;;NMEA message parser not found for GRM.
32711;RMC;12/26/2016 10:58:56 PM;49.2094224;16.6004691;;;;
32712;;;;;;;;NMEA message parser not found for RMB.
32713;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32714;GSA;;;;;;;
32715;GSV;;;;;;;
32716;GSV;;;;;;;
32717;;;;;;;;NMEA message parser not found for GRM.
32718;RMC;12/26/2016 10:58:57 PM;49.2094310666667;16.6004641;;;;
32719;;;;;;;;NMEA message parser not found for RMB.
32720;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32721;GSA;;;;;;;
32722;GSV;;;;;;;
32723;GSV;;;;;;;
32724;;;;;;;;NMEA message parser not found for GRM.
32725;RMC;12/26/2016 10:58:58 PM;49.2094397333333;16.6004591;;;;
32726;;;;;;;;NMEA message parser not found for RMB.
32727;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32728;GSA;;;;;;;
32729;GSV;;;;;;;
32730;GSV;;;;;;;
32731;;;;;;;;NMEA message parser not found for GRM.
32732;RMC;12/26/2016 10:58:59 PM;49.2094484166667;16.6004541;;;;
32733;;;;;;;;NMEA message parser not found for RMB.
32734;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32735;GSA;;;;;;;
32736;GSV;;;;;;;
32737;GSV;;;;;;;
32738;;;;;;;;NMEA message parser not found for GRM.
32739;RMC;12/26/2016 10:59:00 PM;49.2094570833333;16.6004491;;;;
32740;;;;;;;;NMEA message parser not found for RMB.
32741;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32742;GSA;;;;;;;
32743;GSV;;;;;;;
32744;GSV;;;;;;;
32745;;;;;;;;NMEA message parser not found for GRM.
32746;RMC;12/26/2016 10:59:01 PM;49.20946575;16.6004441;;;;
32747;;;;;;;;NMEA message parser not found for RMB.
32748;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32749;GSA;;;;;;;
32750;GSV;;;;;;;
32751;GSV;;;;;;;
32752;;;;;;;;NMEA message parser not found for GRM.
32753;RMC;12/26/2016 10:59:02 PM;49.2094744333333;16.6004391;;;;
32754;;;;;;;;NMEA message parser not found for RMB.
32755;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32756;GSA;;;;;;;
32757;GSV;;;;;;;
32758;GSV;;;;;;;
32759;;;;;;;;NMEA message parser not found for GRM.
32760;RMC;12/26/2016 10:59:03 PM;49.2094831;16.6004341;;;;
32761;;;;;;;;NMEA message parser not found for RMB.
32762;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32763;GSA;;;;;;;
32764;GSV;;;;;;;
32765;GSV;;;;;;;
32766;;;;;;;;NMEA message parser not found for GRM.
32767;RMC;12/26/2016 10:59:04 PM;49.2094917666667;16.6004291;;;;
32768;;;;;;;;NMEA message parser not found for RMB.
32769;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32770;GSA;;;;;;;
32771;GSV;;;;;;;
32772;GSV;;;;;;;
32773;;;;;;;;NMEA message parser not found for GRM.
32774;RMC;12/26/2016 10:59:05 PM;49.20950045;16.6004241;;;;
32775;;;;;;;;NMEA message parser not found for RMB.
32776;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32777;GSA;;;;;;;
32778;GSV;;;;;;;
32779;GSV;;;;;;;
32780;;;;;;;;NMEA message parser not found for GRM.
32781;RMC;12/26/2016 10:59:06 PM;49.2095091166667;16.6004191;;;;
32782;;;;;;;;NMEA message parser not found for RMB.
32783;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32784;GSA;;;;;;;
32785;GSV;;;;;;;
32786;GSV;;;;;;;
32787;;;;;;;;NMEA message parser not found for GRM.
32788;RMC;12/26/2016 10:59:07 PM;49.2095177833333;16.6004141;;;;
32789;;;;;;;;NMEA message parser not found for RMB.
32790;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32791;GSA;;;;;;;
32792;GSV;;;;;;;
32793;GSV;;;;;;;
32794;;;;;;;;NMEA message parser not found for GRM.
32795;RMC;12/26/2016 10:59:08 PM;49.2095264666667;16.6004091;;;;
32796;;;;;;;;NMEA message parser not found for RMB.
32797;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32798;GSA;;;;;;;
32799;GSV;;;;;;;
32800;GSV;;;;;;;
32801;;;;;;;;NMEA message parser not found for GRM.
32802;RMC;12/26/2016 10:59:09 PM;49.2095351333333;16.6004041;;;;
32803;;;;;;;;NMEA message parser not found for RMB.
32804;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32805;GSA;;;;;;;
32806;GSV;;;;;;;
32807;GSV;;;;;;;
32808;;;;;;;;NMEA message parser not found for GRM.
32809;RMC;12/26/2016 10:59:10 PM;49.2095438;16.6003991;;;;
32810;;;;;;;;NMEA message parser not found for RMB.
32811;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32812;GSA;;;;;;;
32813;GSV;;;;;;;
32814;GSV;;;;;;;
32815;;;;;;;;NMEA message parser not found for GRM.
32816;RMC;12/26/2016 10:59:11 PM;49.2095524833333;16.6003941;;;;
32817;;;;;;;;NMEA message parser not found for RMB.
32818;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32819;GSA;;;;;;;
32820;GSV;;;;;;;
32821;GSV;;;;;;;
32822;;;;;;;;NMEA message parser not found for GRM.
32823;RMC;12/26/2016 10:59:12 PM;49.20956115;16.6003891;;;;
32824;;;;;;;;NMEA message parser not found for RMB.
32825;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32826;GSA;;;;;;;
32827;GSV;;;;;;;
32828;GSV;;;;;;;
32829;;;;;;;;NMEA message parser not found for GRM.
32830;RMC;12/26/2016 10:59:13 PM;49.2095698166667;16.6003841;;;;
32831;;;;;;;;NMEA message parser not found for RMB.
32832;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32833;GSA;;;;;;;
32834;GSV;;;;;;;
32835;GSV;;;;;;;
32836;;;;;;;;NMEA message parser not found for GRM.
32837;RMC;12/26/2016 10:59:14 PM;49.2095683333333;16.6003743333333;;;;
32838;;;;;;;;NMEA message parser not found for RMB.
32839;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32840;GSA;;;;;;;
32841;GSV;;;;;;;
32842;GSV;;;;;;;
32843;;;;;;;;NMEA message parser not found for GRM.
32844;RMC;12/26/2016 10:59:15 PM;49.20956665;16.6003644666667;;;;
32845;;;;;;;;NMEA message parser not found for RMB.
32846;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32847;GSA;;;;;;;
32848;GSV;;;;;;;
32849;GSV;;;;;;;
32850;;;;;;;;NMEA message parser not found for GRM.
32851;RMC;12/26/2016 10:59:16 PM;49.20956495;16.6003546166667;;;;
32852;;;;;;;;NMEA message parser not found for RMB.
32853;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32854;GSA;;;;;;;
32855;GSV;;;;;;;
32856;GSV;;;;;;;
32857;;;;;;;;NMEA message parser not found for GRM.
32858;RMC;12/26/2016 10:59:17 PM;49.20956325;16.60034475;;;;
32859;;;;;;;;NMEA message parser not found for RMB.
32860;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32861;GSA;;;;;;;
32862;GSV;;;;;;;
32863;GSV;;;;;;;
32864;;;;;;;;NMEA message parser not found for GRM.
32865;RMC;12/26/2016 10:59:18 PM;49.20956155;16.6003348833333;;;;
32866;;;;;;;;NMEA message parser not found for RMB.
32867;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32868;GSA;;;;;;;
32869;GSV;;;;;;;
32870;GSV;;;;;;;
32871;;;;;;;;NMEA message parser not found for GRM.
32872;RMC;12/26/2016 10:59:19 PM;49.2095598666667;16.6003250166667;;;;
32873;;;;;;;;NMEA message parser not found for RMB.
32874;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32875;GSA;;;;;;;
32876;GSV;;;;;;;
32877;GSV;;;;;;;
32878;;;;;;;;NMEA message parser not found for GRM.
32879;RMC;12/26/2016 10:59:20 PM;49.20956245;16.6003165;;;;
32880;;;;;;;;NMEA message parser not found for RMB.
32881;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32882;GSA;;;;;;;
32883;GSV;;;;;;;
32884;GSV;;;;;;;
32885;;;;;;;;NMEA message parser not found for GRM.
32886;RMC;12/26/2016 10:59:21 PM;49.2095694833333;16.6003093666667;;;;
32887;;;;;;;;NMEA message parser not found for RMB.
32888;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32889;GSA;;;;;;;
32890;GSV;;;;;;;
32891;GSV;;;;;;;
32892;;;;;;;;NMEA message parser not found for GRM.
32893;RMC;12/26/2016 10:59:22 PM;49.2095765166667;16.60030225;;;;
32894;;;;;;;;NMEA message parser not found for RMB.
32895;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32896;GSA;;;;;;;
32897;GSV;;;;;;;
32898;GSV;;;;;;;
32899;;;;;;;;NMEA message parser not found for GRM.
32900;RMC;12/26/2016 10:59:23 PM;49.20958355;16.6002951166667;;;;
32901;;;;;;;;NMEA message parser not found for RMB.
32902;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32903;GSA;;;;;;;
32904;GSV;;;;;;;
32905;GSV;;;;;;;
32906;;;;;;;;NMEA message parser not found for GRM.
32907;RMC;12/26/2016 10:59:24 PM;49.2095905833333;16.600288;;;;
32908;;;;;;;;NMEA message parser not found for RMB.
32909;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32910;GSA;;;;;;;
32911;GSV;;;;;;;
32912;GSV;;;;;;;
32913;;;;;;;;NMEA message parser not found for GRM.
32914;RMC;12/26/2016 10:59:25 PM;49.2095976166667;16.6002808666667;;;;
32915;;;;;;;;NMEA message parser not found for RMB.
32916;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32917;GSA;;;;;;;
32918;GSV;;;;;;;
32919;GSV;;;;;;;
32920;;;;;;;;NMEA message parser not found for GRM.
32921;RMC;12/26/2016 10:59:26 PM;49.2096046333333;16.60027375;;;;
32922;;;;;;;;NMEA message parser not found for RMB.
32923;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32924;GSA;;;;;;;
32925;GSV;;;;;;;
32926;GSV;;;;;;;
32927;;;;;;;;NMEA message parser not found for GRM.
32928;RMC;12/26/2016 10:59:27 PM;49.2096116666667;16.6002666166667;;;;
32929;;;;;;;;NMEA message parser not found for RMB.
32930;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32931;GSA;;;;;;;
32932;GSV;;;;;;;
32933;GSV;;;;;;;
32934;;;;;;;;NMEA message parser not found for GRM.
32935;RMC;12/26/2016 10:59:28 PM;49.2096187;16.6002594833333;;;;
32936;;;;;;;;NMEA message parser not found for RMB.
32937;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32938;GSA;;;;;;;
32939;GSV;;;;;;;
32940;GSV;;;;;;;
32941;;;;;;;;NMEA message parser not found for GRM.
32942;RMC;12/26/2016 10:59:29 PM;49.2096257333333;16.6002523666667;;;;
32943;;;;;;;;NMEA message parser not found for RMB.
32944;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32945;GSA;;;;;;;
32946;GSV;;;;;;;
32947;GSV;;;;;;;
32948;;;;;;;;NMEA message parser not found for GRM.
32949;RMC;12/26/2016 10:59:30 PM;49.2096327666667;16.6002452333333;;;;
32950;;;;;;;;NMEA message parser not found for RMB.
32951;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32952;GSA;;;;;;;
32953;GSV;;;;;;;
32954;GSV;;;;;;;
32955;;;;;;;;NMEA message parser not found for GRM.
32956;RMC;12/26/2016 10:59:31 PM;49.2096418;16.600241;;;;
32957;;;;;;;;NMEA message parser not found for RMB.
32958;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32959;GSA;;;;;;;
32960;GSV;;;;;;;
32961;GSV;;;;;;;
32962;;;;;;;;NMEA message parser not found for GRM.
